Program Code,Program URL,Class ID,Class Name,Catalogue,Units,Prerequisites,Restrictions,Class Section,Time,Days,Class Type,Instructor
GESM,https://classes.usc.edu/term-20241/classes/GESM/,GESM 141g:, Seminar in the Life Sciences ,Scientific understanding of living systems from molecules to ecosystems; how data is generated and interpreted; how scientific discovery spurs technological growth and impacts society. Offered by a professional school.,(4.0 units),Not available,"Restriction:  Registration open to the following class level(s): Freshmen, Sophomore",35466R,3:30-4:50pm,"Tue, Thu",Lecture,"Daryl Davies,Michael Jakowec,Liana Asatryan"
GESM,https://classes.usc.edu/term-20241/classes/GESM/,GESM 150Lg:, Seminar in the Physical Sciences ,"Analysis of natural phenomenon through quantitative description and synthesis; the processes by which scientific knowledge is obtained, evaluated, and placed in social context. (Satisfies GE-E, Physical Sciences) Open only to Freshmen.",(4.0 units),Not available,"Restriction:  Registration open to the following class level(s): Freshmen, Sophomore",35471R,9:30-10:50am,"Tue, Thu",Lecture,Tom Jordan
GESM,https://classes.usc.edu/term-20241/classes/GESM/,GESM 161g:, Seminar in Quantitative Reasoning ,"Logical or statistical inference, probability, or mathematical analysis used as tools to evaluate hypotheses, claims, questions, or problems within a formal mode of thought. Offered by a professional school.",(4.0 units),Not available,"Restriction:  Registration open to the following class level(s): Freshmen, Sophomore",35490R,2:00-3:20pm,"Tue, Thu",Lecture,Francis Pereira
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AHIS 121gp:, Foundations of Western Art: Renaissance to Contemporary ,"European art and its legacy in the Americas. Painting, sculpture, architecture and other visual media considered in relation to social and cultural history.",(4.0 units),Not available,Not available,11818R,11:00-12:20pm,"Tue, Thu",Lecture,Amy Ogata
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AHIS 125gp:, Arts of Asia: Antiquity to 1300 ,"An introduction to the major art forms and monuments of religious art in India, Southeast Asia, China and Japan from prehistory to1300.",(4.0 units),Not available,Not available,11838R,12:30-1:50pm,"Tue, Thu",Lecture,Sonya Lee
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AHIS 215g:, Studies in Architecture and Urbanism ,"Analyzing a wide range of case studies, this course provides a roadmap to analyze and interpret the built environment in many different eras and contexts.",(4.0 units),Not available,Not available,11873R,12:30-1:50pm,"Tue, Thu",Lecture,Vittoria Di Palma
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AHIS 304mg:," Art, Power and Identity in Renaissance Italy ","Explores the visual, material and performative aspects of Italian culture in the expression of power and the construction of identity in the Renaissance.",(4.0 units),Not available,Not available,11912D,2:00-3:20pm,"Tue, Thu",Lecture-Discussion,Lisa Pon
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AHIS 366g:," Picturing Democracy: American Art and Visual Culture, 1750-1900 ",Studies the art and visual culture of the United States from nation formation to the World's Columbian Exposition of 1893.,(4.0 units),Not available,Not available,11959R,11:00-12:20pm,"Tue, Thu",Lecture-Discussion,Kate Flint
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AHIS 370g:, Modern Art III: 1940 to the Present ,Questions of social engagement and political structure address this examination of major international movements in art since 1940.,(4.0 units),Not available,Not available,11968R,9:30-10:50am,"Tue, Thu",Lecture,Samantha Burton
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AHIS 373g:, History and Theory of Photography ,Explores key moments in the history of photography from its invention to the present. Issues include modernity and mass culture; photography as a fine art; technologies of vision.,(4.0 units),Not available,Not available,11971R,12:30-1:50pm,"Tue, Thu",Lecture,Samantha Burton
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AHIS 381g:, Visual Cultures of Asia ,"Exploration of one or more major traditions of visual culture in Asia through cross-cultural, interdisciplinary perspectives.",(4.0 units),Not available,Not available,11977R,2:00-3:20pm,"Mon, Wed",Lecture-Discussion,Yoonah Hwang
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AMST 101mgw:, Race and Class in Los Angeles ,"Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and city politics.",(4.0 units),Not available,Not available,10310R,9:30-10:50am,"Tue, Thu",Lecture,Chrisshonna Nieva
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AMST 135mgw:, Peoples and Cultures of the Americas ,"An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary.",(4.0 units),Not available,Not available,10320R,11:00-12:20pm,"Tue, Thu",Lecture,Alicia Chavez
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AMST 140gw:, Borderlands in a Global Context ,"Interdisciplinary survey of theory and borderland site cases, national sentiment, linguistic and cultural conflicts, exploration of local, regional, and national identities in cultural contact zones.",(4.0 units),Not available,Not available,10329R,9:30-10:50am,"Tue, Thu",Lecture-Discussion,Nalya Rodriguez
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AMST 150gw:, The American War in Viet Nam ,Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377),(4.0 units),Not available,Not available,10338R,11:00-12:20pm,"Tue, Thu",Lecture,Rick Berg
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AMST 200mg:, Introduction to American Studies and Ethnicity ,"Introduction to American studies and ethnic studies. Provides an overview of major theories, concepts, and issues.",(4.0 units),Not available,Not available,10347R,12:30-1:50pm,"Tue, Thu",Lecture,Alicia Chavez
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AMST 204g:, Introduction to Native Studies ,"Overview of Native American studies, including Indigenous intellectualism and resistance through language revitalization, film-making, and the recognition of one another.",(4.0 units),Not available,Not available,10359R,10:00-11:50am,"Mon, Wed",Lecture,Chris Finley
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AMST 205g:, Introduction to American Popular Culture ,"Examines the relation between U.S. national culture, race, and popular culture.",(4.0 units),Not available,Not available,10360R,12:30-1:50pm,"Tue, Thu",Lecture,Joshua Mitchell
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AMST 206mg:, The Politics and Culture of the 1960s ,Examines political and cultural change in the United States during the decade of the 1960s.,(4.0 units),Not available,Not available,10361R,2:00-3:20pm,"Tue, Thu",Lecture-Discussion,Chris Finley
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AMST 211g:, Sex in America ,"Explores how the proliferation of sexual cultures, identities, politics shape everyday lives in the United States and beyond.",(4.0 units),Not available,Not available,10300R,2:00-3:20pm,"Mon, Wed",Lecture,Nayan Shah
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AMST 230g:, Introduction to African American Studies ,Examines the socio-historical and political imperatives of multi-disciplinary scholarship foundational to the study of African Americans.,(4.0 units),Not available,Not available,10303R,10:00-10:50am,Friday,Discussion,Aurelien Davennes
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AMST 250mgw:, The African Diaspora ,"History, political-economy and aesthetics of the African Diaspora with emphasis on Latin America, the Caribbean, Europe and Africa.",(4.0 units),Not available,Not available,10372R,9:30-10:50am,"Tue, Thu",Lecture,Lydie Moudileno
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AMST 301gp:," America, the Frontier, and the New West ","Introduction to an interdisciplinary study of American political, cultural and social life with a particular emphasis on the Western United States as a region. Recommended preparation: HIST 200, ENGL 263",(4.0 units),Not available,Not available,10408R,2:00-3:50pm,"Mon, Wed",Lecture,Chrisshonna Nieva
DCL,https://classes.usc.edu/term-20241/classes/DCL/,AMST 325gw:, The Middle East in Hollywood ,"An examination of how Hollywood representations of the Middle East have changed over the last 100 years, focusing on how representations influence perceptions and policies.",(4.0 units),Not available,Not available,10423R,11:00-12:20pm,"Tue, Thu",Lecture,Evelyn Alsultany
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ANTH 101g:," Body, Mind and Healing: Introduction to Medical Anthropology ","The body, illness and healing from a cultural perspective, including comparative studies of folk healing systems, curing rituals and Western biomedical practices.",(4.0 units),Not available,Not available,10601D,9:30-10:50am,"Tue, Thu",Lecture,Erin Moore
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ANTH 202g:, Archaeology: Our Human Past ,"Archaeology as the means of investigating our shared human past, from the origins of humanity to the foundations of current civilization.",(4.0 units),Not available,Not available,10704D,5:00-6:20pm,"Tue, Thu",Lecture,Tracie Mayfield
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ANTH 205g:, Introduction to Global Studies and Cross-cultural Research ,"The effects of globalization on social life in diverse communities, approaching related issues from an ethnographic perspective. Gateway course for the Global Studies Major.",(4.0 units),Not available,Not available,10805R,10:00-11:20am,"Tue, Thu",Lecture-Discussion,Emily Zeamer
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ANTH 263g:, Exploring Culture through Film ,"Concepts of social anthropology, using filmic representations of societies throughout the world. Gateway course for the Anthropology major.",(4.0 units),Not available,Not available,10608R,8:30-9:50am,"Mon, Wed",Lecture,"Xochitl Ruiz,Grace Simbulan,El Whittingham"
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ANTH 315gw:, Native North Americans ,"Indigenous peoples of North America: major cultural themes, contemporary issues, language revitalization, native sovereignty, environmental issues, decolonization.",(4.0 units),Not available,Not available,10617R,2:00-3:20pm,"Tue, Thu",Lecture,"Tok Thompson,Kristiana Willsey"
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ANTH 333mg:, Forms of Folklore ,"Introduction to folklore as a discipline, including folklore research methods and theory. Core course for the minor in Folklore and Popular Culture.",(4.0 units),Not available,Not available,10626R,12:30-1:50pm,"Tue, Thu",Lecture,"Tok Thompson,Kristiana Willsey"
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ANTH 371mg:, Cross-Cultural Research on Urban Gangs ,"Youth gang dynamics and their effects on institutions. Comparative analysis of Asian, African, and Mexican American gangs.",(4.0 units),Not available,Not available,10633R,11:00-12:20pm,"Tue, Thu",Lecture,"Thomas Ward,Sook Lin Toh,Brodie Quinn"
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ASTR 100Lxg:, The Universe ,"Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.",(4.0 units),Not available,Not available,50800R,12:00-1:50pm,"Tue, Thu",Lecture,Vera Gluscevic
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ASTR 200Lg:, Life in the Universe ,"Survey of the prospects for life in our solar system and beyond, based on the evolution of life on Earth.",(4.0 units),Not available,Not available,50830R,2:00-3:50pm,"Mon, Wed",Lecture,Vahe Peroomian
DCL,https://classes.usc.edu/term-20241/classes/DCL/,BISC 102Lxg:, Humans and Their Environment ,"An examination of the physical and biological laws that influence agriculture, pollution, population dynamics (including humans), climate, biodiversity and ecosystem structure and function. Not available for major credit.",(4.0 units),Not available,Not available,13000R,9:30-10:50am,"Tue, Thu",Lecture,Dale Kiefer
DCL,https://classes.usc.edu/term-20241/classes/DCL/,BISC 103Lxg:, General Biology for the Environment and Life ,"Study of common skills in biology, including basics of evolution, systematics, ecology, genetics, biochemistry and molecular biology, physiology, and anatomy.",(4.0 units),Not available,Not available,13200R,9:30-10:50am,"Tue, Thu",Lecture,"Trond Sigurdsen,Cameron Egan"
DCL,https://classes.usc.edu/term-20241/classes/DCL/,BISC 110g:," Good Genes, Bad Genes ","Introduction to the scientific method; basic instruction in molecular biology with emphasis on how biological research advancement has impacted medicine, commerce and society in general.",(4.0 units),Not available,Not available,13001R,12:00-1:50pm,"Mon, Wed",Lecture,Matt Michael
DCL,https://classes.usc.edu/term-20241/classes/DCL/,BISC 115Lxg:, The Biology of Food ,"Exploration of molecular biology, biochemistry, microbiology, nutrition and the history of biology through the study of food, focusing on food's relationship to the biological world.",(4.0 units),Not available,Not available,13115R,2:00-3:20pm,"Tue, Thu",Lecture,Grayson Jaggers
DCL,https://classes.usc.edu/term-20241/classes/DCL/,BISC 120Lg:, General Biology: Organismal Biology and Evolution ,In-depth survey of key topics related to advances in our knowledge of the diversity of life and evolution; origin of life; eukaryotes/prokaryotes; ecology.,(4.0 units),Not available,Not available,13003R,2:00-3:20pm,"Tue, Thu",Lecture,Raffaella Ghittoni
DCL,https://classes.usc.edu/term-20241/classes/DCL/,BISC 180Lxg:, Evolution ,"Changes in the physical and biological universe over time; origins of life, dinosaurs, human evolution. Implications of evolutionary mechanisms and mass extinctions for human survival.",(4.0 units),Not available,Not available,13400R,10:00-10:50am,MWF,Lecture,Cameron Egan
DCL,https://classes.usc.edu/term-20241/classes/DCL/,BISC 220Lg:, General Biology: Cell Biology and Physiology ,In-depth survey of key topics related to advances in our knowledge of cellular biology and physiology; cell composition/metabolism; gene action; organism structure and function. Recommended preparation: high school chemistry; BISC 120L or BISC 121L.,(4.0 units),Not available,Not available,13011R,9:00-9:50am,MWF,Lecture,"Albert Herrera,Alan Watts"
DCL,https://classes.usc.edu/term-20241/classes/DCL/,BISC 221Lg:, Advanced General Biology: Cell Biology and Physiology ,"Equivalent to 220L, but taught at a higher level for exceptionally well-prepared students. Admission to the course by departmental approval only.",(4.0 units),Prerequisite: 1 from (BISC 120 or BISC 121),Not available,13013D,10:00-10:50am,MWF,Lecture,"David McKemy,Bruce Herring"
DCL,https://classes.usc.edu/term-20241/classes/DCL/,BISC 230Lxg:, The Biology of the Brain ,Exploration of the unique properties of brain cells that allow complex perceptions and behaviors; examination of structure and activity of brain cells that underlie function.,(4.0 units),Not available,Not available,13014R,12:00-1:50pm,"Mon, Wed",Lecture,Rita Barakat
DCL,https://classes.usc.edu/term-20241/classes/DCL/,CHEM 105aLg:, General Chemistry ,"Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour.",(4.0 units),Prerequisite: CHEM 050,Not available,17218R,9:00-9:50am,MWF,Lecture,Thomas Bertolini
DCL,https://classes.usc.edu/term-20241/classes/DCL/,CHEM 205Lxg:," Chemical Forensics: The Science, and Its Impact ","Scientific principles underlying forensic approaches to the investigation of crimes and its societal impact on law, culture and media. Not available for major credit.",(4.0 units),Not available,Not available,17348R,12:00-12:50pm,MWF,Lecture,"Thomas Bertolini,Stuart Moon"
DCL,https://classes.usc.edu/term-20241/classes/DCL/,CLAS 151gp:, The Legacy of Rome ,"Ancient Roman values, ideas, and institutions of relevance to later periods of civilization.",(4.0 units),Not available,Not available,19880R,12:30-1:50pm,"Tue, Thu",Lecture,Frederic Clark
DCL,https://classes.usc.edu/term-20241/classes/DCL/,CLAS 180g:, Classical Mythology and the Mythic Imagination ,"Introduction to central works of mythology in classical Greek, Roman and Near Eastern traditions; emphasis on the relationship of myth, culture and the human imagination.",(4.0 units),Not available,Not available,19820R,11:00-12:20pm,"Tue, Thu",Lecture,Susan Lape
DCL,https://classes.usc.edu/term-20241/classes/DCL/,CLAS 195gp:, Nature and Environment in Ancient Mediterranean Culture ,"Perspectives on nature and the natural world in cultures of the ancient Mediterranean from survey of sources in literature, art, philosophy and the history of science.",(4.0 units),Not available,Not available,19890R,5:00-6:20pm,"Tue, Thu",Lecture,Lucas Herchenroeder
DCL,https://classes.usc.edu/term-20241/classes/DCL/,COLT 101gp:, Masterpieces and Masterminds: Literature and Thought ,A broad introduction to the great works of Western culture from antiquity to 1800.,(4.0 units),Not available,Not available,22005R,3:30-4:50pm,"Tue, Thu",Lecture-Discussion,Heather James
DCL,https://classes.usc.edu/term-20241/classes/DCL/,COLT 264gp:, Asian Aesthetic and Literary Traditions ,"A comparative study of the Asian aesthetic heritage of poetry, painting, music, and drama; of literary themes, trends, and myths.",(4.0 units),Not available,Not available,22020R,11:00-12:20pm,"Tue, Thu",Lecture,Jason Webb
DCL,https://classes.usc.edu/term-20241/classes/DCL/,COLT 360gp:, Fictions of Africa ,Introduction to African cultural history by way of a comparative study of major literary works and intellectual thought from representative regions and countries in Africa.,(4.0 units),Not available,Not available,22030R,10:00-11:50am,"Mon, Wed",Lecture,Mlondolozi Zondi
DCL,https://classes.usc.edu/term-20241/classes/DCL/,COLT 382gw:, Zen and Daoism in Asian Literature ,"Studies of the presence and influence of Zen Buddhism and Daoism in Asian literature, with a focus on China and Japan.",(4.0 units),Not available,Not available,22050R,12:30-1:50pm,"Tue, Thu",Lecture,Jason Webb
DCL,https://classes.usc.edu/term-20241/classes/DCL/,EALC 125g:, Introduction to Contemporary East Asian Cinema and Culture ,"An introduction to and overview of the contemporary cinemas of East Asia: China (Hong Kong, the People's Republic, and Taiwan), Japan, and Korea.",(4.0 units),Not available,Not available,25344R,12:30-1:50pm,"Mon, Wed",Lecture,Kerim Yasar
DCL,https://classes.usc.edu/term-20241/classes/DCL/,EALC 130gp:, Introduction to East Asian Ethical Thought ,"Introduction to the history of Chinese, Japanese and Korean ethical thought; perspectives on human nature, historical writing,and aesthetic implications. Conducted in English.",(4.0 units),Not available,Not available,25445R,12:00-1:20pm,"Wed, Fri",Lecture,Bettine Birge
DCL,https://classes.usc.edu/term-20241/classes/DCL/,EALC 145g:," Introduction to Chinese Culture, Art and Literature ","Introduction to the civlization, art and literature of pre-modern China through the lens of the cultural products of identity.",(4.0 units),Not available,Not available,25356R,2:00-3:20pm,"Mon, Wed",Lecture,
DCL,https://classes.usc.edu/term-20241/classes/DCL/,EALC 333g:, Introduction to Korean Film ,"Survey of Korean film, the film industry, and critical issues from the colonial period to the present.",(4.0 units),Not available,Not available,25678R,12:30-1:50pm,"Tue, Thu",Lecture,Youngmin Choe
DCL,https://classes.usc.edu/term-20241/classes/DCL/,EALC 342gp:, Japanese Literature and Culture ,"Japanese literature from the earliest times to the present; development of prose, poetry and the novel; evolution of theatre; Japanese literature under Western influence. Conducted in English.",(4.0 units),Not available,Not available,25540R,11:00-12:20pm,"Tue, Thu",Lecture,David Bialock
DCL,https://classes.usc.edu/term-20241/classes/DCL/,EALC 344gp:, Korean Culture from Ancient to Modern Times ,The history of Korean literature and culture from the ancient to the modern era. Recommended preparation: HIST 105g.,(4.0 units),Not available,Not available,25494R,11:00-12:20pm,"Tue, Thu",Lecture,Sunyoung Park
DCL,https://classes.usc.edu/term-20241/classes/DCL/,EALC 358g:, Transnational Chinese Literature and Culture ,"An introduction to Sinophone literatures and cultures (in English translation) from the Asia-Pacific region, including Taiwan, Hong Kong, Tibet, Southeast Asia, and North America.",(4.0 units),Not available,Not available,25365R,12:00-1:20pm,"Mon, Fri",Lecture,Brian Bernards
DCL,https://classes.usc.edu/term-20241/classes/DCL/,EASC 160mgp:, China and the World ,Advanced-level introduction to China and its relations with the wider world in historic and contemporary perspective.,(4.0 units),Not available,Not available,25833R,2:00-3:20pm,"Tue, Thu",Lecture,Kin tak raymond Tsang
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ECON 203g:, Principles of Microeconomics ,"Behavior of firms and consumers, functions of the price system, competition and monopoly, labor markets, poverty, government regulation, international trade, and the environment.",(4.0 units),Not available,Not available,26000R,3:30-4:45pm,"Tue, Thu",Lecture,Lodovico Pizzati
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ECON 205g:, Principles of Macroeconomics ,"Unemployment, inflation and output determination and links.Effects of government taxation and spending on growth, investment,saving, consumption, and trade.",(4.0 units),Not available,Not available,26044R,2:00-3:15pm,"Mon, Wed",Lecture,Brijesh Pinto
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 174g:, Reading the Heart: Emotional Intelligence and the Humanities ,"A study of emotional intelligence through literature, history and the arts with a focus on anger, happiness, love and empathy.",(4.0 units),Not available,Not available,32613R,10:00-11:50am,"Mon, Wed",Lecture,Thomas Gustafson
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 230g:, Shakespeare and His Times ,"Close study of Shakespeare's plays and poems to introduce his language, stagecraft, literary ""genius,"" social and literary contexts, precursors and rivals, and legacy.",(4.0 units),Not available,Not available,32627R,12:30-1:50pm,"Tue, Thu",Lecture,Thea Tomaini
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 261g:, English Literature to 1800 ,Intensive reading of major writers to 1800.,(4.0 units),Not available,Not available,32635D,2:00-3:20pm,"Tue, Thu",Lecture,Anthony Kemp
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 262g:, English Literature since 1800 ,"Intensive reading of major writers, 18001950.",(4.0 units),Not available,Not available,32640D,12:30-1:50pm,"Tue, Thu",Lecture,Ashley Cohen
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 263g:, American Literature ,Intensive reading of representative writers.,(4.0 units),Not available,Not available,32645D,1:00-1:50pm,MWF,Lecture,Thomas Gustafson
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 270g:, Studying Narrative ,"Introduction to major forms, styles and theories of narrative, with attention to characterization, plot, genres, ethics, empathy, perspective, audience and social conditions.",(4.0 units),Not available,Not available,32650D,12:30-1:50pm,"Tue, Thu",Lecture,Sara Sligar
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 280g:, Introduction to Narrative Medicine ,"Study of literary modes of narrative and their uses in medical understanding, character formation, social identity, and relations between mind and body.",(4.0 units),Not available,Not available,32652D,9:30-10:50am,"Tue, Thu",Lecture,Erika Wright
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 297g:, Introduction to the Genre of Nonfiction ,"Study of forms of nonfiction writing, focusing on craft and process: how it works and how to read, write and write about it.",(4.0 units),Not available,Not available,32656R,11:00-12:20pm,"Tue, Thu",Lecture,Christopher Freeman
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 299g:, Introduction to the Genre of Poetry ,"Historical survey of the traditions of lyric poetry from Shakespeare to the contemporary, examining the genre's multiple forms of literary, visual, and aural expression.",(4.0 units),Not available,Not available,32670R,9:30-10:50am,"Tue, Thu",Lecture,Christopher Freeman
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 325g:," Pre-Modern Wonders: Magic, Monsters and Marvels ","A study of literature and literary theory through the themes and theories of wonder, magic and the uncanny in English literature before 1800.",(4.0 units),Not available,Not available,32698D,3:30-4:50pm,"Tue, Thu",Lecture,Thea Tomaini
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 342g:, Women in English and American Literature after 1800 ,"Women as writers and as subjects, with special emphasis on feminist and liberationist traditions and on changing female images after 1800.",(4.0 units),Not available,Not available,32703D,11:00-12:20pm,"Tue, Thu",Lecture,Molly Bendall
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 344mg:, Sexual/Textual Diversity ,"Questions of gay and lesbian identity, expression and experience in a variety of literary and cultural forms; emphasis on sexual politics, equality and difference.",(4.0 units),Not available,Not available,32704D,10:00-10:50am,MWF,Lecture,Sarah Kessler
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 352g:, Bookpacking ,"Literary travel using novels to explore regional culture and unify the study of literature, history, geography, politics and social studies.","(4.0 units, max 8)",Not available,Not available,32707R,9:30-10:50am,"Tue, Thu",Lecture,Andrew Chater
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 362g:, Contemporary Poetry ,"Study of poetry written in English since 1945, with special emphasis on the last two decades.",(4.0 units),Not available,Not available,32712D,5:00-6:20pm,"Mon, Wed",Lecture,Susan Mccabe
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 363g:, Contemporary Drama ,"Selected British, Irish, and American drama from the post World War II period (1945 to the present).",(4.0 units),Not available,Not available,32713D,2:00-3:20pm,"Tue, Thu",Lecture,Brighde Mullins
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENGL 371g:, Literary Genres and Film ,Literary studies in the relationship between fiction and drama and their adaptation as films.,(4.0 units),Not available,Not available,32715D,4:30-6:50pm,"Tue, Thu",Lecture,Brighde Mullins
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENST 100g:, Introduction to Environmental Studies ,Gateway to the majors and minors in environmental studies. Provides students with an overview of how government agencies and societal institutions address (or fail to address) the interrelated social and scientific aspects of environmental problems and policies.,(4.0 units),Not available,Not available,33001R,2:00-3:20pm,"Mon, Wed",Lecture,Victoria Petryshyn
DCL,https://classes.usc.edu/term-20241/classes/DCL/,ENST 150xg:, Environmental Issues in Society ,"Exploration of the major social, political, economic, religious, and philosophical disagreements that exist between scholars, leaders, and citizens concerning today's most serious environmental issues and problems. Not available for credit to environmental studies majors and minors.",(4.0 units),Not available,Not available,33005R,12:30-1:50pm,"Tue, Thu",Lecture,Sean Fraga
DCL,https://classes.usc.edu/term-20241/classes/DCL/,FREN 260gw:, Global Women's Narratives ,Study of Francophone womens narratives combined with practice of editing personal narratives. Conducted in English.,(4.0 units),Not available,Not available,34255R,2:00-3:50pm,"Mon, Wed",Lecture-Discussion,Julie Van Dam
DCL,https://classes.usc.edu/term-20241/classes/DCL/,FREN 307g:, Public Memory and the Ghosts of History ,"An exploration of cultural haunting in post-Revolutionary France, grounded in critical approaches to literature, with a focus on collective memory, loss and historical violence.",(4.0 units),Prerequisite: FREN 150,Not available,34267D,TBA,TBA,Lecture,Guilan Siassi
DCL,https://classes.usc.edu/term-20241/classes/DCL/,FREN 370mg:, Equality and Difference around the Enlightenment ,"18th- and 20th-century debates around the idea of equality and the notion of difference. Relevance of the Enlightenment to contemporary discussions of identity, citizenship, and human rights. Conducted in English.",(4.0 units),Not available,Not available,34273R,9:30-10:50am,"Tue, Thu",Lecture,Ruggero Sciuto
DCL,https://classes.usc.edu/term-20241/classes/DCL/,FREN 372gp:," Medicine, Health and the Body in Literature and Culture ","Study of health, the body and medicine through literature and culture in comparative fashion. Taught in English.",(4.0 units),Not available,Not available,34275R,12:00-1:50pm,"Mon, Wed",Lecture,Julie Van Dam
DCL,https://classes.usc.edu/term-20241/classes/DCL/,GEOL 105Lg:, Planet Earth ,"Geologic structure and evolution of planet earth. Principles ofplate tectonics, rocks and minerals, processes of mountainbuilding, continent and ocean formation, earthquakes, volcanism,development of landforms by running water and glaciers. Lecture, 3hours; laboratory, 2 hours. One all-day or two-day field triprequired.",(4.0 units),Not available,Not available,24800R,2:00-3:20pm,"Tue, Thu",Lecture,Heidi Houston
DCL,https://classes.usc.edu/term-20241/classes/DCL/,GEOL 107Lg:, Oceanography ,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required.",(4.0 units),Not available,Not available,25150R,12:30-1:50pm,"Tue, Thu",Lecture,William Berelson
DCL,https://classes.usc.edu/term-20241/classes/DCL/,GEOL 108Lg:, Crises of a Planet ,"Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hours. One all-day or overnight field trip.",(4.0 units),Not available,Not available,24872R,11:00-11:50am,MWF,Lecture,John Vidale
DCL,https://classes.usc.edu/term-20241/classes/DCL/,GEOL 126Lg:, The History of Life on Earth: A View from the Museum ,"Topically-driven exploration of evolution, environmental change, and the history of life on Earth via the fossil record with the Natural History Museum of Los Angeles as a laboratory. How the changing Earth and life co-evolved through time.",(4.0 units),Not available,Not available,24900R,11:00-12:20pm,"Tue, Thu",Lecture,Frank Corsetti
DCL,https://classes.usc.edu/term-20241/classes/DCL/,GEOL 241Lg:, Energy Systems ,"Energy resources from a global perspective, including fossil fuels, nuclear, and renewable energy.",(4.0 units),Not available,Not available,24855R,9:30-10:50am,"Tue, Thu",Lecture,Victoria Petryshyn
DCL,https://classes.usc.edu/term-20241/classes/DCL/,HBIO 200Lg:, The Human Animal ,"Foundations of the human species. Examination of scientific evidence from Darwinian theory, primate behavior, fossils, and the behavior of modern people. Laboratory. Duplicates credit in former ANTH 200Lg.",(4.0 units),Not available,Not available,38511R,12:30-1:50pm,"Tue, Thu",Lecture,Chrisandra Kufeldt
